[2025-09-28T23:25:16.468+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-09-28T23:25:16.488+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: minio_to_snowflake.download_minio scheduled__2025-09-28T23:24:00+00:00 [queued]>
[2025-09-28T23:25:16.492+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: minio_to_snowflake.download_minio scheduled__2025-09-28T23:24:00+00:00 [queued]>
[2025-09-28T23:25:16.493+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2025-09-28T23:25:16.501+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): download_minio> on 2025-09-28 23:24:00+00:00
[2025-09-28T23:25:16.508+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'minio_to_snowflake', 'download_minio', 'scheduled__2025-09-28T23:24:00+00:00', '--job-id', '174', '--raw', '--subdir', 'DAGS_FOLDER/minio_snowflake.py', '--cfg-path', '/tmp/tmpqvpeew7s']
[2025-09-28T23:25:16.509+0000] {standard_task_runner.py:91} INFO - Job 174: Subtask download_minio
[2025-09-28T23:25:16.510+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:62 DeprecationWarning: This process (pid=9962) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-09-28T23:25:16.510+0000] {standard_task_runner.py:64} INFO - Started process 9980 to run task
[2025-09-28T23:25:16.541+0000] {task_command.py:426} INFO - Running <TaskInstance: minio_to_snowflake.download_minio scheduled__2025-09-28T23:24:00+00:00 [running]> on host f6f7016991e5
[2025-09-28T23:25:16.599+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='minio_to_snowflake' AIRFLOW_CTX_TASK_ID='download_minio' AIRFLOW_CTX_EXECUTION_DATE='2025-09-28T23:24:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-09-28T23:24:00+00:00'
[2025-09-28T23:25:16.600+0000] {taskinstance.py:430} INFO - ::endgroup::
[2025-09-28T23:25:16.870+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1758414067.json -> /tmp/minio_downloads/1758414067.json
[2025-09-28T23:25:16.875+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1758414075.json -> /tmp/minio_downloads/1758414075.json
[2025-09-28T23:25:16.879+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1758414083.json -> /tmp/minio_downloads/1758414083.json
[2025-09-28T23:25:16.883+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1758414091.json -> /tmp/minio_downloads/1758414091.json
[2025-09-28T23:25:16.887+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1758414099.json -> /tmp/minio_downloads/1758414099.json
[2025-09-28T23:25:16.891+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1758414107.json -> /tmp/minio_downloads/1758414107.json
[2025-09-28T23:25:16.895+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1758414115.json -> /tmp/minio_downloads/1758414115.json
[2025-09-28T23:25:16.899+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1758414123.json -> /tmp/minio_downloads/1758414123.json
[2025-09-28T23:25:16.903+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1758414131.json -> /tmp/minio_downloads/1758414131.json
[2025-09-28T23:25:16.907+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1758414139.json -> /tmp/minio_downloads/1758414139.json
[2025-09-28T23:25:16.911+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1758414147.json -> /tmp/minio_downloads/1758414147.json
[2025-09-28T23:25:16.915+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1758414155.json -> /tmp/minio_downloads/1758414155.json
[2025-09-28T23:25:16.919+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1758414163.json -> /tmp/minio_downloads/1758414163.json
[2025-09-28T23:25:16.923+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1758414171.json -> /tmp/minio_downloads/1758414171.json
[2025-09-28T23:25:16.927+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1758414179.json -> /tmp/minio_downloads/1758414179.json
[2025-09-28T23:25:16.931+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1758414187.json -> /tmp/minio_downloads/1758414187.json
[2025-09-28T23:25:16.935+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1758414195.json -> /tmp/minio_downloads/1758414195.json
[2025-09-28T23:25:16.939+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1758414203.json -> /tmp/minio_downloads/1758414203.json
[2025-09-28T23:25:16.943+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1758414211.json -> /tmp/minio_downloads/1758414211.json
[2025-09-28T23:25:16.947+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1758414219.json -> /tmp/minio_downloads/1758414219.json
[2025-09-28T23:25:16.951+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1758414227.json -> /tmp/minio_downloads/1758414227.json
[2025-09-28T23:25:16.955+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1758414235.json -> /tmp/minio_downloads/1758414235.json
